0.1 1.056604 0.00330161610774 0.0001000305 7.20007129008e-07 0.05660382 0.00330093216383
0.2 1.125679 0.00277609622997 4.99141e-05 2.36718634744e-07 0.1256788 0.00277727479146
0.3 1.215176 0.00430514616901 3.99333e-05 1.44151872469e-05 0.2151745 0.0043047210134
0.4 1.335136 0.00622184709279 0.00013208851 7.81470654792e-05 0.3351356 0.00622202553637
0.5 1.495647 0.00644196514277 0.0006383745 0.000145424696652 0.4956472 0.00644260993
0.6 1.719021 0.00985536340597 0.002575405 0.000276469105158 0.7190212 0.00985542785675
0.7 2.022646 0.0139770588726 0.008396668 0.000571812210017 1.022646 0.0139770588726
0.8 2.413833 0.0193760926081 0.02223403 0.00105633077321 1.413833 0.0193760926081
0.9 2.868036 0.0187669504756 0.04770846 0.00167411861175 1.868036 0.0187669504756
0.1 1.102992 0.00607646019643 0.00010021118 8.89452723029e-07 0.10847905 0.00625794511019
0.2 1.244283 0.00801472824252 4.996225e-05 2.68320055215e-07 0.2483566 0.00756847095095
0.3 1.425036 0.0110418246885 3.328689e-05 1.66600525999e-07 0.4268333 0.0101856307284
0.4 1.657698 0.0194514201983 2.499147e-05 8.78956065646e-08 0.6603328 0.0170747331613
0.5 1.988992 0.0247942318017 4.799782e-05 3.65555150031e-05 0.9906328 0.0233550837478
0.6 2.478953 0.0378789526089 0.0003182228 0.000121151452253 1.479888 0.0364407137344
0.7 3.233847 0.045773424695 0.002053765 0.00033294440936 2.234289 0.0457451182037
0.8 4.350062 0.0571596331594 0.009095632 0.000721867835906 3.35066 0.0566259089235
0.9 5.821047 0.0681824355813 0.02847656 0.0015412950945 4.822104 0.0674535167894
